"NAMEHCR","RSSDHCR","RECORD_ID"
"ESPUELA BANK SHARES, INC.","0001102554","1,324,842,128"
"UNISOUTH, INC.","0001141601","1,324,842,133"
"CANDO HOLDING COMPANY, INC.","0001143922","1,324,842,137"
"FIRST HOLDING COMPANY OF PARK RIVER, INC","0001140266","1,324,842,138"
"CBA BANKSHARES, INC.","0001976625","1,324,842,142"
"FIRST HOLDING COMPANY OF CAVALIER, INC.","0001140211","1,324,842,143"
"COLEMAN BANCSHARES, INC.","0001107072","1,324,842,145"
"WEST PLAINS BANCSHARES, INC.","0001095852","1,324,842,152"
"FIRST STATE BANCSHARES OF BLAKELY, INC.","0001139840","1,324,842,158"
RIGLER INVESTMENT COMPANY,"0001210730","1,324,842,163"
"ATOKA STATE BANCORPORATION, INC.","0001056983","1,324,842,169"
"RED RIVER BANCORP, INC.","0001132243","1,324,842,170"
CSB FINANCIAL CORPORATION,"0003647572","1,324,842,177"
LAWRENCE L. OSBORN SCHOLARSHIP TRUST,"0001416989","1,324,842,188"
"FULL SERVICE INSURANCE AGENCY, INC.","0001123858","1,324,842,194"
"FRONTIER MANAGEMENT, LLC","0003316186","1,324,842,199"
"C.S. BANCSHARES, INC.","0001138786","1,324,842,200"
SOUTHEAST ARKANSAS BANK CORPORATION,"0001137033","1,324,842,201"
COMMERCIAL FINANCIAL CORP.,"0001978674","1,324,842,209"
"BELLE FOURCHE BANCSHARES, INC.","0001143511","1,324,842,214"
"MIDWEST COMMUNITY BANCSHARES, INC.","0002603450","1,324,842,217"
HOOSIER HEARTLAND STATE BANCORP,"0003823657","1,324,842,218"
FIRST PULASKI NATIONAL CORPORATION,"0001082393","1,324,842,222"
"DIXON BANCSHARES, INC.","0001969485","1,324,842,224"
"WABASSO BANCSHARES, INC.","0001925913","1,324,842,226"
PUTNAM-GREENE FINANCIAL CORPORATION,"0001246252","1,324,842,228"
"MID-MISSOURI BANCSHARES, INC.","0001133455","1,324,842,231"
BAY PORT FINANCIAL CORPORATION,"0002389978","1,324,842,232"
"FIRST STATE BANCSHARES, INC.","0001057850","1,324,842,233"
"TAYLOR COUNTY BANCSHARES, INC.","0001119105","1,324,842,236"
"IPSWICH COMMUNITY BANCSHARES, INC.","0004394060","1,324,842,239"
ELLINGSON CORPORATION,"0001121881","1,324,842,243"
"MUNICH BANCSHARES, INC.","0001126626","1,324,842,244"
CORONADO FINANCIAL CORPORATION,"0002948236","1,324,842,249"
"PRISM GROUP, INC.","0001854303","1,324,842,250"
FARMERS AND MERCHANTS BANCORP,"0001245321","1,324,842,253"
"OKLAHOMA STATE BANCSHARES, INC.","0001059797","1,324,842,254"
"WEST BANCORPORATION, INC.","0001210066","1,324,842,256"
"215 HOLDING CO.","0001247576","1,324,842,262"
"M & H FINANCIAL SERVICES, INC.","0001143128","1,324,842,269"
"GREENFIELD BANCSHARES, INC.","0001205996","1,324,842,271"
AMES NATIONAL CORPORATION,"0001202258","1,324,842,288"
"ABCT HOLDINGS, INC.","0003615441","1,324,842,293"
FIRST STATE CORPORATION,"0001083587","1,324,842,298"
"FREEDOM BANCSHARES, INC.","0001250053","1,324,842,299"
"GOLDTHWAITE BANCSHARES, INC.","0001103999","1,324,842,302"
"BANCSHARES OF RIPLEY, INC.","0001099823","1,324,842,306"
"FIRST BANCORP, INC.","0001099140","1,324,842,308"
"BORDER BANCSHARES, INC.","0002238544","1,324,842,313"
"GRANT COUNTY STATE BANCSHARES, INC, EMPLOYEES STOCK OWNERSHIP PLAN","0002920830","1,324,842,316"
"ARNESON BANCSHARES, INC.","0001840221","1,324,842,318"
"FIRST LINDEN BANCSHARES, INC.","0002059954","1,324,842,322"
"BENEFICIAL BANCORP, INC.","0003846629","1,324,842,324"
SOUTH BANKING COMPANY,"0001081622","1,324,842,326"
COTTONRUDY INVESTMENT COMPANY,"0001095245","1,324,842,328"
FIRST FARMERS BANK HOLDING COMPANY,"0001100112","1,324,842,329"
"CASEY COUNTY BANCORP, INC.","0001398768","1,324,842,333"
"DAKOTA COMMUNITY BANSHARES, INC.","0002265782","1,324,842,346"
"HELENA BANCSHARES, INC.","0001129494","1,324,842,347"
"ANCHOR BANCSHARES, INC.","0004851675","1,324,842,349"
"LARCH BANCORPORATION, INC.","0001206658","1,324,842,350"
FAYETTE BANCORPORATION,"0001204355","1,324,842,352"
COMMERCIAL BANK OF MOTT EMPLOYEE STOCK OWNERSHIP PLAN,"0002354592","1,324,842,354"
FLINT CREEK HOLDING COMPANY,"0002323495","1,324,842,356"
"EMERY SECURITY BANCORPORATION, INC.","0001127771","1,324,842,359"
"C.S. BANCSHARES, INC.","0001138786","1,324,842,361"
"TRI-COUNTY FINANCIAL GROUP, INC.","0001139345","1,324,842,362"
"BURLINGTON HOLDINGS, INC.","0004864590","1,324,842,366"
"CITIZENS BANCSHARES, INC.","0002473260","1,324,842,367"
"FIRST NOKOMIS BANCORP, INC.","0001248809","1,324,842,370"
FOLDEN FINANCIAL CORPORATION,"0001857788","1,324,842,373"
"FIRST SECURITY BANKSHARES, INC.","0001085572","1,324,842,377"
MEDIAPOLIS BANCORPORATION,"0002291398","1,324,842,378"
"TILDEN BANCSHARES, INC.","0002249371","1,324,842,380"
"KUJAWA FAMILY HOLDINGS, INC.","0003444203","1,324,842,385"
STOCK EXCHANGE FINANCIAL CORPORATION,"0001956702","1,324,842,390"
"JAMESTOWN BANCSHARES, INC.","0003300260","1,324,842,397"
"BROADWAY BANCSHARES, INC.","0001106879","1,324,842,402"
"M.S.B. BANCORPORATION, INC.","0001210749","1,324,842,403"
WNB HOLDING COMPANY,"0001133660","1,324,842,407"
IOWA STATE BANK HOLDING COMPANY,"0001139792","1,324,842,411"
SECURITY HOLDING COMPANY,"0001107308","1,324,842,412"
"ONE SOUTH FINANCIAL, INC.","0002037569","1,324,842,416"
"CENTRAL BANCSHARES, INC.","0002158156","1,324,842,418"
"RED RIVER FINANCIAL SERVICES, INC.","0002142324","1,324,842,422"
"SOUTHERN BANKSHARES, INC.","0002662596","1,324,842,427"
NORTHWEST INVESTMENT CORP.,"0001020667","1,324,842,430"
"BURT BANCSHARES, INC.","0001206032","1,324,842,439"
"ADINO COMPANY, THE","0001134724","1,324,842,446"
"PEOPLES CORPORATION, THE","0001097061","1,324,842,467"
"MILLEDGEVILLE BANCORP, INC.","0001143454","1,324,842,469"
DEMOTTE BANCORP,"0001130164","1,324,842,478"
"EAST TEXAS BANCSHARES, INC.","0001135909","1,324,842,489"
FIRST STATE FINANCIAL CORPORATION,"0001062425","1,324,842,490"
"FOUR COUNTY BANCSHARES, INC.","0001416457","1,324,842,495"
UNIBANC CORP.,"0001472118","1,324,842,498"
UNION STATE BANC HOLDING CORPORATION,"0003834831","1,324,842,499"
"FIRST COMMUNITY BANCORP, INC.","0001208018","1,324,842,504"
"GRIGGSVILLE BANCSHARES, INC","0002156835","1,324,842,519"
DENTEL BANCORPORATION,"0001133615","1,324,842,521"
CITIZENS BANCSHARES CORPORATION,"0001357121","1,324,842,523"
"NASHVILLE HOLDING COMPANY, THE","0001134050","1,324,842,525"
FIRST FOREST PARK CORPORATION,"0001203853","1,324,842,535"
"CLARKEL, INC.","0001209798","1,324,842,537"
GUARANTY CAPITAL CORPORATION,"0001096952","1,324,842,543"
PCSB FINANCIAL CORPORATION,"0005079476","1,324,842,582"
"NEW YORK COMMUNITY BANCORP, INC.","0002132932","1,324,842,607"
"RHINEBECK BANCORP, MHC","0003271230","1,324,842,616"
"APPLE FINANCIAL HOLDINGS, INC.","0003446412","1,324,842,643"
FINANCIAL CORPORATION OF LOUISIANA,"0002227182","1,324,842,649"
"YORK HOLDINGS, INC.","0004771997","1,324,842,652"
"FULL SERVICE INSURANCE AGENCY, INC.","0001123858","1,324,842,654"
COUNTRY BANCORPORATION,"0001203910","1,324,842,663"
GREEN CITY BANCSHARES INC.,"0001061165","1,324,842,672"
BUTTE STATE COMPANY,"0001055687","1,324,842,678"
"HIGHLAND BANCSHARES, INC.","0001124659","1,324,842,679"
"FSB BANCSHARES, INC.","0003371701","1,324,842,681"
"FARMERS STATE BANCSHARES, INC.","0004261005","1,324,842,683"
"RILEY COUNTY BANCSHARES, INC.","0001247389","1,324,842,687"
"WEED INVESTMENT GROUP, INC.","0003189894","1,324,842,691"
"NEWBURG INSURANCE AGENCY, INC.","0001118621","1,324,842,692"
FIRST MIDWEST ACQUISITION CORPORATION,"0001063619","1,324,842,693"
EVERLY BANCORPORATION,"0001205259","1,324,842,712"
"PEOPLES BANKSHARES, INC.","0001085901","1,324,842,713"
"ANTELOPE BANCSHARES, INC.","0002510183","1,324,842,715"
BANK STREET CAPITAL CORPORATION,"0005149043","1,324,842,719"
"PURDY BANCSHARES, INC.","0001096046","1,324,842,721"
"METAMORA BANCORP, INC.","0001133204","1,324,842,724"
"SAINTS AVENUE BANCSHARES, INC.","0005009147","1,324,842,727"
WEST ALABAMA CAPITAL CORP.,"0001085255","1,324,842,730"
PEDERNALES INVESTMENT CORPORATION,"0001105630","1,324,842,731"
CITIZENS BANK HOLDING COMPANY,"0001127481","1,324,842,740"
STOCKMAN FINANCIAL CORPORATION,"0001126046","1,324,842,743"
"ROCKHOLD BANCSHARES, INC.","0002855576","1,324,842,745"
"MASON CITY BANCORP, INC.","0001399019","1,324,842,749"
WOLCOTT BANCORP,"0001210208","1,324,842,751"
"FARMERS AND MERCHANTS BANKSHARES, INC.","0001099672","1,324,842,764"
"BIG SIOUX FINANCIAL, INC.","0001363980","1,324,842,769"
SHERWOOD BANC CORPORATION,"0002705680","1,324,842,770"
"WHEELER BANCSHARES, INC.","0003124822","1,324,842,775"
HUNTER HOLDING COMPANY,"0001125674","1,324,842,777"
BEO BANCORP,"0002615154","1,324,842,787"
"COLUMBIA BANCSHARES, INC","0004975496","1,324,842,790"
"DEVON BANCORP, INC.","0001131602","1,324,842,792"
MARQUETTE NATIONAL CORPORATION,"0001207486","1,324,842,793"
PEOPLES BANCORP,"0001249646","1,324,842,806"
PUTNAM-GREENE FINANCIAL CORPORATION,"0001246252","1,324,842,813"
"COUNTRY BANCORP, INC.","0001098581","1,324,842,814"
"BEARDEN BANCSHARES, INC.","0002993722","1,324,842,819"
"WB&T BANKSHARES, INC.","0001493636","1,324,842,820"
"SARDIS BANKSHARES, INC.","0001141816","1,324,842,825"
MBT CORP.,"0002269977","1,324,842,843"
"MARSEILLES BANCORPORATION, INC.","0001491780","1,324,842,854"
"BATTLE CREEK STATE COMPANY, INC.","0002249399","1,324,842,863"
"FIRST STATE BANCORP OF MONTICELLO, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002310217","1,324,842,865"
LOOMIS COMPANY,"0001058071","1,324,842,866"
"ODEM BANCSHARES, INC.","0002215415","1,324,842,867"
TRI-COUNTY COMPANY,"0001058697","1,324,842,872"
"PEARL CITY BANCORP, INC.","0001246720","1,324,842,876"
"ARENDT'S, INC.","0001200067","1,324,842,893"
"ENTERPRISE CAPITAL CORPORATION, INC.","0001080737","1,324,842,899"
"EMPIRE BANCSHARES, INC.","0001071333","1,324,842,900"
"HOMESTAR FINANCIAL GROUP, INC.","0001209088","1,324,842,905"
"SPRINGFIELD BANK COMPANY, INC.","0001062096","1,324,842,907"
"BRANTLEY BANCORP, INC.","0001084025","1,324,842,913"
"TRAVELERS REST BANCSHARES, INC.","0002730383","1,324,842,916"
"TG BANCSHARES, INC.","0003685220","1,324,842,920"
SMITH ASSOCIATED BANKING CORPORATION,"0001098004","1,324,842,921"
"BERCO, INC.","0001051906","1,324,842,927"
ANDOVER FINANCIAL CORPORATION,"0001063048","1,324,842,934"
"VIRGINIA BANK BANKSHARES, INC.","0002623467","1,324,842,937"
"JRMB II, INC","0004208961","1,324,842,939"
"SOUTHEASTERN BANCSHARES, INC.","0001055780","1,324,842,942"
"COUNTRY AGENCIES & INVESTMENTS, INC.","0001053339","1,324,842,946"
COUNTRY BANCORPORATION,"0001203910","1,324,842,951"
"SANTA FE TRAIL BANC SHARES, INC.","0001057289","1,324,842,954"
"NXT BANCORPORATION, INC.","0003867464","1,324,842,956"
"SCREVEN BANCSHARES, INC.","0001863239","1,324,842,958"
"CITIZENS BANCORP OF OVIEDO, INC.","0002958347","1,324,842,959"
FIRST BUSEY CORPORATION,"0001203602","1,324,842,965"
"BIG COAL RIVER BANCORP, INC.","0001135842","1,324,842,967"
"M&P COMMUNITY BANCSHARES, INC. 401(K) EMPLOYEE STOCK OWNERSHIP PLAN","0003394429","1,324,842,976"
"JEFFERSON BANCSHARES, INC.","0001109290","1,324,842,982"
"NORTHEAST KANSAS BANCSHARES, INC.","0002562650","1,324,842,983"
"CORONADO, INC.","0001055351","1,324,842,985"
"LAKOTA BANK HOLDING COMPANY, INC.","0001124994","1,324,842,988"
LONGVIEW CAPITAL CORPORATION,"0001204618","1,324,842,990"
"GSB BANCSHARES, INC.","0001103896","1,324,843,003"
"FIRST BANKERS TRUSTSHARES, INC.","0001404632","1,324,843,009"
"JDJ BANCO, INC.","0001840801","1,324,843,019"
"TRINITY INVESTMENTS, INC.","0003556656","1,324,843,028"
"MBT BANCSHARES, INC.","0005164541","1,324,843,039"
"JEFF DAVIS BANCSHARES, INC.","0001833997","1,324,843,046"
"SWEA CITY BANCORPORATION, INC.","0001210084","1,324,843,047"
"FEO INVESTMENTS, INC.","0001891979","1,324,843,052"
"EASTON BANCSHARES, INCORPORATED","0001134863","1,324,843,058"
BANK OF MONTREAL,"0001231333","1,324,843,066"
"ANTON BANCSHARES, INC.","0001109209","1,324,843,074"
CARVER FINANCIAL CORPORATION,"0003190023","1,324,843,077"
SOUTHERN NATIONAL CORPORATION,"0001020395","1,324,843,087"
BBS CORP.,"0002049142","1,324,843,091"
"CALDWELL COUNTY BANCSHARES, INC.","0001870022","1,324,843,092"
"PEOPLES-MARION BANCORP, INC.","0002574886","1,324,843,093"
"BANCINDEPENDENT, INCORPORATED","0001082209","1,324,843,094"
FIRST NATIONAL CORPORATION OF PICAYUNE,"0001083318","1,324,843,102"
"HOMETOWN BANCSHARES, INC.","0002687580","1,324,843,109"
"NAMYAW CORPORATION, INC.","0001051670","1,324,843,116"
"EQUITY BANK HOLDING COMPANY, INC.","0002967358","1,324,843,122"
"KIMBLE COUNTY BANCSHARES, INC.","0004848237","1,324,843,128"
"ODESSA SOUTHWEST BANCSHARES, INC.","0004415929","1,324,843,133"
"SECURITY STATE AGENCY OF AITKIN, INC.","0001125441","1,324,843,136"
NORTHEAST SECURITIES CORPORATION,"0001122422","1,324,843,139"
"PADUCAH BANK SHARES, INC.","0001099908","1,324,843,142"
ITASCA BANCORP INC.,"0001209695","1,324,843,144"
R & B MANAGEMENT CORPORATION,"0001201804","1,324,843,145"
"FMB EQUIBANC, INC.","0002922348","1,324,843,149"
"GIBSLAND BANCSHARES, INC.","0001136102","1,324,843,162"
"STRATFORD BANCSHARES, INC.","0001138160","1,324,843,166"
"BANKWEST FINANCIAL, INC.","0001134872","1,324,843,174"
CAMPBELL STATE COMPANY,"0001061857","1,324,843,177"
"KENNEDY BANCSHARES, INC.","0001205017","1,324,843,186"
"WESTERN BANCSHARES OF NEW MEXICO,INC.","0001065453","1,324,843,189"
FIRST CAROLINA BANCSHARES CORPORATION,"0001076525","1,324,843,192"
"FIRST HOWARD BANKSHARES, INC.","0001059519","1,324,843,206"
"FLORIDA FIRST CITY BANKS, INC.","0001246382","1,324,843,209"
"ST. ANNE BANCORP, INC.","0003595431","1,324,843,213"
"C.S.B. BANCSHARES, INC.","0002100089","1,324,843,214"
C&F BANC SHARES CORP.,"0001203901","1,324,843,218"
CITIZENS CORPORATION,"0001129805","1,324,843,237"
"UNION STATE BANCSHARES, INC.","0001055838","1,324,843,244"
"FIRST PRYOR BANCORP, INC.","0002224408","1,324,843,250"
"COUNTRY BANK SHARES, INC.","0001416831","1,324,843,261"
EAST TEXAS FINANCIAL CORPORATION,"0001427556","1,324,843,268"
GLEN BURNIE BANCORP,"0002001328","1,324,843,270"
"SUNMARK BANCSHARES, INC.","0001143566","1,324,843,274"
"PROSPERITY BANCSHARES, INC.","0001109599","1,324,843,282"
"RIVER FALLS BANCSHARES, INC.","0002519805","1,324,843,285"
"FIRST ARKANSAS BANCSHARES, INC.","0001096550","1,324,843,293"
"CARLISLE BANCORP, INC.","0001100318","1,324,843,296"
FNB FINANCIAL CORPORATION,"0002921695","1,324,843,298"
FIRST AMERICAN BANCORP,"0001138188","1,324,843,301"
C.S.B. CO.,"0001055696","1,324,843,302"
"BAKKEN SECURITIES, INC.","0001129029","1,324,843,305"
"WTSB BANCORP, INC.","0002692548","1,324,843,307"
MCHUGH INVESTMENT COMPANY,"0001133138","1,324,843,309"
"UNITED COMMUNITY BANKS, INC.","0001249347","1,324,843,323"
PILGRIM BANCORPORATION,"0002098412","1,324,843,325"
BEDIAS FINANCIAL CORPORATION,"0003069482","1,324,843,327"
WASHINGTON/WILKES HOLDING COMPANY,"0001137015","1,324,843,329"
"MAIN STREET BANCORP, INC.","0002418896","1,324,843,332"
ORCHARD BANCORP.,"0001904936","1,324,843,336"
"TAUNTON BANCSHARES, INC.","0003613540","1,324,843,337"
"SPIRO BANCSHARES, INC.","0001063271","1,324,843,339"
"FEB BANCSHARES, INC.","0003438051","1,324,843,340"
"F & M HOLDING COMPANY, INC.","0001129458","1,324,843,345"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,843,353"
"GANADO BANCSHARES, INC.","0001133222","1,324,843,361"
"WATHENA BANCSHARES, INC.","0001250688","1,324,843,366"
"CLARK BANCSHARES, INC.","0001065266","1,324,843,376"
MINNWEST CORPORATION,"0001141348","1,324,843,380"
"FIRST MIAMI BANCSHARES, INC.","0001061316","1,324,843,381"
"PEOPLES FINANCIAL GROUP, INC.","0002916020","1,324,843,389"
"PEOPLES OF FLEMING COUNTY BANCORP, INC.","0002356701","1,324,843,391"
"STOCKTON BANCSHARES, INC.","0001060131","1,324,843,392"
"ORBISONIA COMMUNITY BANCORP, INC.","0001248854","1,324,843,396"
"PINNACLE BANCORP, INC.","0001053272","1,324,843,399"
"PONTIAC BANCORP, INC.","0001207712","1,324,843,401"
"FSB BANCSHARES, INC.","0003602058","1,324,843,418"
"CENTRAL BANCSHARES OF KANSAS CITY, INC.","0001063084","1,324,843,426"
"FIRST BANK SHARES OF THE SOUTH EAST, INC.","0001134041","1,324,843,427"
"WILSON & MUIR BANCORP, INC.","0001099122","1,324,843,448"
"TYRONZA BANCSHARES, INC.","0001139783","1,324,843,453"
"BELLINGHAM CORPORATION, THE","0001122132","1,324,843,463"
"LABETTE COUNTY BANKSHARES, INC.","0001057784","1,324,843,468"
ATKINSON COUNTY BANKSHARES CORPORATION,"0001081332","1,324,843,473"
"FIRST US BANCSHARES, INC.","0001086168","1,324,843,477"
"PERSONS BANKING CO., INC.","0001081314","1,324,843,485"
"FIRST MIAMI BANCORP, INC.","0001250370","1,324,843,488"
"MTA BANCSHARES, INC.","0004276344","1,324,843,489"
"LIBERTY BANCORPORATION, INC.","0001126569","1,324,843,490"
"COMMUNITY COMPANY, THE","0001102200","1,324,843,498"
"SIS BANCORP, MHC","0003815054","1,324,843,503"
SECURITY CAPITAL CORPORATION,"0001098509","1,324,843,508"
MORRISTOWN HOLDING COMPANY,"0001142868","1,324,843,510"
"WCSB HOLDING COMPANY, INC.","0004896377","1,324,843,514"
"BOSSHARD BANCO, LTD.","0001124163","1,324,843,516"
"H. PAT HENSON COMPANY, THE","0001053526","1,324,843,523"
"HERITAGE GROUP, INC.","0001055089","1,324,843,528"
"BOU BANCORP, INC.","0002935142","1,324,843,540"
"CEDAR POINT BANCSHARES, INC.","0001060690","1,324,843,541"
"DAIRY STATE BANCORP, INC.","0001126121","1,324,843,543"
"SBT BANCSHARES, INC.","0002145950","1,324,843,549"
"DAKOTAH BANKSHARES, INC.","0002359328","1,324,843,554"
NEW HAMPSHIRE MUTUAL BANCORP,"0004436559","1,324,843,559"
"CAMILLA BANCSHARES, INC.","0002087939","1,324,843,566"
"FIVE FLAGS BANKS, INC.","0001129515","1,324,843,568"
ENEVOLDSEN MANAGEMENT COMPANY,"0002046516","1,324,843,579"
"CITIZENS BANCSHARES OF BATESVILLE, INC.","0001131077","1,324,843,585"
"FIRST SECURITY BANCORP, INC.","0002125523","1,324,843,596"
HENDERSON STATE COMPANY,"0001055847","1,324,843,601"
ALBANK CORPORATION,"0001208933","1,324,843,602"
SIDNEY BANCORP.,"0003621497","1,324,843,604"
"PUTNAM COUNTY BANCORP, INC.","0001136492","1,324,843,613"
"DENVER BANKSHARES, INC.","0002209058","1,324,843,615"
ST. ANSGAR BANCORPORATION,"0001208728","1,324,843,628"
UMPQUA HOLDINGS CORPORATION,"0002747644","1,324,843,634"
"TREYNOR BANCSHARES, INC.","0001207785","1,324,843,644"
RBC US GROUP HOLDINGS LLC,"0005280254","1,324,843,645"
FIDELITY BAN CORPORATION,"0001204337","1,324,843,646"
"TITONKA BANCSHARES, INC.","0001209837","1,324,843,661"
CENTRAL PACIFIC FINANCIAL CORP.,"0001022764","1,324,843,666"
GOPPERT FINANCIAL CORP.,"0001051380","1,324,843,675"
"PEOPLE FIRST BANCSHARES, INC.","0001209480","1,324,843,677"
"FIRST STATE BANCSHARES, INC.","0001099917","1,324,843,680"
DICKSON FINANCIAL CORPORATION,"0001085899","1,324,843,684"
"PRAIRIE VIEW BANKSHARES, INC.","0001131273","1,324,843,702"
GREENE INVESTMENT CO.,"0001205905","1,324,843,703"
"SAN DIEGO BANCSHARES, INC.","0001832749","1,324,843,705"
"MULVANE BANKSHARES, INC.","0001061455","1,324,843,718"
"MID-AMERICA BANKSHARES, INC.","0002521059","1,324,843,722"
"M C BANCSHARES, INC.","0001841732","1,324,843,734"
"GERMAN AMERICAN BANCORP, INC.","0001098620","1,324,843,737"
"ELLCO BANCSHARES, INC.","0001062797","1,324,843,738"
FIRST FINANCIAL CORPORATION,"0001067514","1,324,843,742"
"WENONA BANCORP, INC.","0001132412","1,324,843,744"
"HAVILAND BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0004873033","1,324,843,746"
"BENDENA BANCSHARES, INC.","0001056648","1,324,843,751"
"PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","0002511014","1,324,843,752"
"STONE BANCSHARES, INC.","0004928344","1,324,843,769"
"DACOTAH BANKS, INC.","0001121229","1,324,843,775"
"FIRST NATIONAL BANCSHARES, INC.","0001206313","1,324,843,776"
"DYSART BANCSHARES, INC.","0001130717","1,324,843,778"
"COMMUNITY BANCSHARES, INC.","0002247612","1,324,843,782"
"FORT DAVIS BANCSHARES, INC.","0002922731","1,324,843,783"
UNION BANCORPORATION,"0001416475","1,324,843,784"
"WILLIAMS HOLDING COMPANY, INC.","0001064513","1,324,843,785"
"JEFFERSON COUNTY BANCSHARES, INC.","0002062347","1,324,843,786"
FIRST APPLE RIVER CORPORATION,"0001143052","1,324,843,787"
BANK OF HIGHLAND PARK FINANCIAL CORP,"0001205398","1,324,843,802"
"DANNY MANAGEMENT, INCORPORATED","0002314859","1,324,843,804"
"MAINE COMMUNITY BANCORP, MHC","0004902643","1,324,843,806"
"UBT BANCSHARES, INC.","0003219577","1,324,843,807"
FIRSTIER II BANCORP.,"0003391147","1,324,843,808"
GUARANTY BANCORP,"0003254952","1,324,843,811"
"MAEDGEN & WHITE, LTD.","0002348470","1,324,843,817"
FIRST STATE BANK OF THE FLORIDA KEYS HOLDING COMPANY,"0003897519","1,324,843,834"
"FISHER BANCORP, INC.","0002616179","1,324,843,838"
BANTERRA CORP,"0003202832","1,324,843,839"
KEYCORP,"0001068025","1,324,843,855"
"TRI-STATES BANKSHARES, INC.","0001082898","1,324,843,863"
"PALMETTO STATE BANKSHARES, INC.","0001076329","1,324,843,882"
"FIRST BANCORP OF TAYLORVILLE, INC.","0001133585","1,324,843,889"
"SOUTHERN NATIONAL BANKS, INC.","0001129823","1,324,843,897"
"LOUISE BANCSHARES, INC.","0001141021","1,324,843,905"
"FIRST MID-ILLINOIS BANCSHARES, INC.","0001206760","1,324,843,915"
"ANDREWS BANCSHARES, INC.","0002348087","1,324,843,920"
"CITY BANCSHARES, INC.","0001023145","1,324,843,923"
"CENTRAL BANCSHARES, INC.","0001106468","1,324,843,928"
"FARMERS ENTERPRISES, INC.","0001055155","1,324,843,930"
"BASILE BANCSHARES, INC.","0002937182","1,324,843,937"
"DALE SPRAGUE ENTERPRISES, INC.","0001055865","1,324,843,942"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,843,946"
"FIRST BELLEVILLE BANCSHARES, INC.","0001060917","1,324,843,949"
"FIRST STATE FREMONT, INC.","0001247231","1,324,843,951"
"FIRST ALAMOGORDO BANCORP OF NEVADA, INC.","0002522337","1,324,843,953"
STOCKGROWERS STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN,"0003343070","1,324,843,960"
"ALDEN BANCSHARES, INC.","0001063749","1,324,843,961"
"NORWAY BANCORP, MHC","0002835475","1,324,843,967"
"BLUE LION BANCSHARES, INC.","0003470444","1,324,843,980"
"GOERING MANAGEMENT COMPANY, LLC","0002961226","1,324,843,981"
COLWICH FINANCIAL CORPORATION,"0001416448","1,324,843,984"
"FINANCIAL SHARES, INC.","0002935496","1,324,843,992"
ANDREWS HOLDING COMPANY,"0003075429","1,324,843,994"
SOUTH PORTE FINANCIAL INC.,"0004456593","1,324,843,996"
"DURAND BANCORP, INC.","0001492198","1,324,844,016"
"INDEPENDENT BANCSHARES, INC.","0002466235","1,324,844,034"
COMMUNITY STATE BANK CORPORATION,"0001134199","1,324,844,035"
CITY HOLDING COMPANY,"0001076262","1,324,844,036"
"TERRE HAUTE SAVINGS MHC, INC.","0002861773","1,324,844,037"
PLAINS ACQUISITION CORPORATION,"0003720082","1,324,844,040"
"MAINE COMMUNITY BANCORP, MHC","0004902643","1,324,844,041"
"GORHAM BANCORP, MHC","0003444717","1,324,844,047"
"ANDROSCOGGIN BANCORP, MHC","0002710796","1,324,844,050"
"GREAT GUARANTY BANCSHARES, INC.","0001083158","1,324,844,064"
"HANSTON INSURANCE AGENCY, INC.","0001052293","1,324,844,066"
BLUE RIDGE FINANCIAL CORPORATION,"0003614668","1,324,844,070"
"PAINT ROCK BANCSHARES, INC.","0003938720","1,324,844,072"
"BROOKLINE BANCORP, INC.","0002631510","1,324,844,090"
CITIZENS BANCORP,"0002519038","1,324,844,100"
"BAUER MANAGEMENT, INC.","0002755153","1,324,844,102"
"CITIZENS BANCORP, INC","0002688596","1,324,844,119"
"KAW VALLEY BANCSHARES, INC.","0001357103","1,324,844,120"
VERMILION BANCSHARES CORPORATION,"0001141898","1,324,844,126"
OVERTON FINANCIAL CORPORATION,"0001138423","1,324,844,127"
"CHICO BANCORP, INC.","0002088208","1,324,844,140"
"STERLING FINANCIAL GROUP, INC.","0001123410","1,324,844,147"
"CAMBRIDGE FINANCIAL GROUP, INC.","0002687795","1,324,844,152"
"BOL BANCSHARES, INC.","0001247594","1,324,844,160"
"PERRY BANKING COMPANY, INC.","0002520584","1,324,844,162"
"AOB VENTURES, INC.","0005164439","1,324,844,163"
"FSB INVESTMENTS, LLC","0003832912","1,324,844,166"
"PRIMESOUTH BANCSHARES, INC.","0002858867","1,324,844,174"
"KENNEBEC SAVINGS, MHC","0004657121","1,324,844,179"
"OHNWARD BANCSHARES, INC.","0001200311","1,324,844,185"
"AMERICAN BANCORP, INC.","0001085349","1,324,844,187"
"MORRIS STATE BANCSHARES, INC.","0001417212","1,324,844,191"
FNB HOLDING COMPANY,"0003668223","1,324,844,194"
"STRASBURG BANSHARES, INC.","0001125692","1,324,844,202"
"VINTAGE BANCORP, INC.","0004399337","1,324,844,206"
"BLUE RIDGE BANCSHARES, INC.","0001891317","1,324,844,211"
